"id","name","company","city","country","stage","status","note","source_url","confidence","last_checked","Aluminium and bauxite","Antimony","Arsenic","Baryte","Beryllium","Bismuth","Boron","Cobalt","Coking coal","Copper","Feldspar","Fluorspar","Gallium","Germanium","Hafnium","Helium","Heavy rare earth elements","Light rare earth elements","Lithium","Magnesium","Manganese","Natural graphite","Nickel","Niobium","Phosphate rock","Phosphorus","Platinum group metals","Scandium","Silicon metal","Strontium","Tantalum","Titanium metal","Tungsten","Vanadium"
"no-heroya-reetec","Herøya rare earth separation","REEtec","Porsgrunn","Norway","refining","construction","Separation plant using a solvent extraction alternative, aimed at magnet-grade oxides.","https://www.reetec.no","medium","","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","",""
"no-porsgrunn-eramet","Porsgrunn manganese plant","Eramet Norway","Porsgrunn","Norway","smelting","operating","Refined manganese alloys.","https://www.eramet.com","medium","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","",""
"no-sauda-eramet","Sauda manganese plant","Eramet Norway","Sauda","Norway","smelting","operating","Manganese ferroalloy smelter.","https://www.eramet.com","high","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","",""
"no-kvinesdal-eramet","Kvinesdal manganese plant","Eramet Norway","Kvinesdal","Norway","smelting","operating","Silicomanganese production.","https://www.eramet.com","high","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","",""
"no-skaland-graphite","Skaland graphite mine","Skaland Graphite","Skaland","Norway","mining","operating","Among the highest-grade natural graphite mines in the world, and the only one operating in Europe.","https://www.skalandgraphite.com","medium","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","",""
"no-fen-ren","Fen carbonatite REE project","Rare Earths Norway","Ulefoss","Norway","mining","planned","Large carbonatite-hosted rare earth resource announced in 2024.","https://www.rareearthsnorway.com","medium","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","",""
"no-salten-elkem","Salten silicon plant","Elkem","Fauske","Norway","smelting","operating","Silicon metal furnaces.","https://www.elkem.com","high","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","",""
"no-thamshavn-elkem","Thamshavn silicon plant","Elkem","Orkanger","Norway","smelting","operating","Silicon metal with energy recovery.","https://www.elkem.com","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","",""
"no-ardal-hydro","Årdal aluminium plant","Norsk Hydro","Årdalstangen","Norway","smelting","operating","Hydropower-based primary aluminium.","https://www.hydro.com","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"no-sunndal-hydro","Sunndal aluminium plant","Norsk Hydro","Sunndalsøra","Norway","smelting","operating","One of the largest primary aluminium plants in Europe.","https://www.hydro.com","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de-hamburg-aurubis","Aurubis Hamburg","Aurubis","Hamburg","Germany","smelting","operating","The largest copper smelter in Europe.","https://www.aurubis.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"de-hamburg-trimet","Trimet Hamburg","Trimet Aluminium","Hamburg","Germany","smelting","operating","Primary aluminium smelter.","https://www.trimet.eu","medium","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de-essen-trimet","Trimet Essen","Trimet Aluminium","Essen","Germany","smelting","operating","Primary aluminium smelter and group headquarters.","https://www.trimet.eu","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de-lunen-aurubis","Aurubis Lünen","Aurubis","Lünen","Germany","recycling","operating","Secondary copper smelter processing complex recycling feed.","https://www.aurubis.com","high","","","","","","","x","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"de-bitterfeld-amg","AMG Lithium Bitterfeld","AMG Lithium","Bitterfeld-Wolfen","Germany","refining","operating","Lithium hydroxide refinery, the first of its kind in Germany.","https://amg-li.de","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"de-landau-vulcan","Vulcan geothermal lithium","Vulcan Energy Resources","Landau in der Pfalz","Germany","mining","construction","Lithium extraction from geothermal brine in the Upper Rhine Graben, with no conventional mine.","https://v-er.eu","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"de-zinnwald-lithium","Zinnwald lithium project","Zinnwald Lithium","Altenberg","Germany","mining","planned","Historic tin-tungsten district being redeveloped for lithium mica.","https://www.zinnwaldlithium.com","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"de-burghausen-wacker","Wacker Burghausen","Wacker Chemie","Burghausen","Germany","refining","operating","Polysilicon and silicones. One of the largest polysilicon producers outside China.","https://www.wacker.com","high","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","",""
"de-hanau-heraeus","Heraeus Hanau","Heraeus","Hanau","Germany","recovery","operating","Precious metals refining and recycling.","https://www.heraeus.com","high","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","",""
"de-oberwolfach-clara","Clara mine","Sachtleben Bergbau","Oberwolfach","Germany","mining","operating","Baryte and fluorspar mine in the Black Forest.","https://www.sachtleben-bergbau.de","medium","","","","","x","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","",""
"be-hoboken-umicore","Umicore Hoboken","Umicore","Antwerp","Belgium","recovery","operating","One of the largest complex-metals recycling plants in the world, recovering a long list of by-product metals.","https://www.umicore.com","high","","","x","","","","x","","","","","","","","x","","","","","","","","","","","","","x","","","","","","",""
"be-olen-umicore","Umicore Olen","Umicore","Olen","Belgium","refining","operating","Cobalt and germanium refining and specialty materials.","https://www.umicore.com","high","","","","","","","","","x","","","","","","x","","","","","","","","","","","","","","","","","","","",""
"be-olen-aurubis","Aurubis Olen","Aurubis","Olen","Belgium","processing","operating","Copper rod and shapes.","https://www.aurubis.com","medium","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"be-beerse-aurubis","Aurubis Beerse","Aurubis","Beerse","Belgium","recovery","operating","Multi-metal recycler, formerly Metallo.","https://www.aurubis.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"be-beerse-campine","Campine Beerse","Campine","Beerse","Belgium","recovery","operating","Antimony trioxide from recycled feed, a rare non-Chinese source.","https://www.campine.com","medium","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr-larochelle-solvay","Solvay La Rochelle","Solvay","La Rochelle","France","refining","operating","Long-established rare earth separation plant, and one of only two in the EU.","https://www.solvay.com","high","","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","",""
"fr-jarrie-framatome","Framatome Jarrie","Framatome","Jarrie","France","refining","operating","Zirconium and hafnium separation. France is the leading world producer of hafnium.","https://www.framatome.com","high","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","",""
"fr-auby-nyrstar","Nyrstar Auby","Nyrstar","Auby","France","recovery","operating","Zinc smelter recovering germanium and indium from residues.","https://www.nyrstar.com","medium","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","",""
"fr-dunkerque-alu","Aluminium Dunkerque","Aluminium Dunkerque","Dunkerque","France","smelting","operating","The largest primary aluminium smelter in the European Union.","https://aluminiumdunkerque.fr","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr-echassieres-imerys","EMILI lithium project","Imerys","Échassières","France","mining","planned","Underground lithium mica project at an existing kaolin operation.","https://www.imerys.com","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"pt-nevescorvo-lundin","Neves-Corvo mine","Lundin Mining","Castro Verde","Portugal","mining","operating","Major Iberian Pyrite Belt copper and zinc mine.","https://lundinmining.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"pt-panasqueira-beralt","Panasqueira mine","Beralt Tin and Wolfram","Covilhã","Portugal","mining","operating","Tungsten mine worked continuously for over a century.","https://www.beralt.com","high","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x",""
"pt-barroso-savannah","Mina do Barroso","Savannah Resources","Boticas","Portugal","mining","planned","The most advanced hard-rock lithium project in the EU. Locally contested.","https://www.savannahresources.com","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"pt-aljustrel-almina","Aljustrel mine","Almina","Aljustrel","Portugal","mining","operating","Zinc and copper in the Iberian Pyrite Belt.","https://www.almina.pt","medium","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"es-huelva-atlantic","Atlantic Copper Huelva","Atlantic Copper","Huelva","Spain","smelting","operating","Copper smelter and refinery, with a new recycling plant alongside.","https://www.atlantic-copper.es","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"es-riotinto-atalaya","Riotinto mine","Atalaya Mining","Minas de Riotinto","Spain","mining","operating","Historic copper district restarted in 2015.","https://atalayamining.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"es-lascruces-fqm","Cobre Las Cruces","First Quantum Minerals","Gerena","Spain","mining","operating","Open pit with a hydrometallurgical plant; transitioning to an underground polymetallic project.","https://www.first-quantum.com","medium","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"es-barruecopardo-saloro","Barruecopardo mine","Saloro","Barruecopardo","Spain","mining","operating","Open-pit tungsten mine reopened in 2019.","https://saloro.es","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x",""
"es-penouta-sms","Penouta mine","Strategic Minerals Spain","Viana do Bolo","Spain","mining","operating","Tantalum, niobium and tin recovered from the tailings of a historic mine. The EU’s only notable tantalum source.","https://strategicmineralsspain.com","medium","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","x","","",""
"es-asturias-minersa","Asturias fluorspar operations","Minersa Group","Caravia","Spain","mining","operating","One of the largest fluorspar producers in western Europe. Exact site names and status should be verified.","https://www.minersa.com","medium","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","",""
"es-caceres-ene","San José lithium project","Extremadura New Energies","Cáceres","Spain","mining","planned","Lithium mica project close to the city of Cáceres. Locally contested.","https://extremaduranewenergies.com","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"es-sanciprian-alcoa","San Ciprián alumina and aluminium","Alcoa","San Ciprián","Spain","smelting","care-and-maintenance","Alumina refinery and smelter. The smelter has been curtailed since 2021 over energy costs; status has changed repeatedly.","https://www.alcoa.com","medium","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es-arteixo-ferroglobe","Sabón silicon plant","Ferroglobe","Arteixo","Spain","smelting","operating","Silicon metal and ferroalloys.","https://www.ferroglobe.com","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","",""
"es-puertollano-ferroglobe","Puertollano silicon plant","Ferroglobe","Puertollano","Spain","smelting","operating","Silicon metal furnaces.","https://www.ferroglobe.com","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","",""
"at-mittersill-wbh","Mittersill tungsten mine","Wolfram Bergbau und Hütten","Mittersill","Austria","mining","operating","The largest tungsten mine in the European Union.","https://www.wolfram.at","high","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x",""
"at-stmartin-wbh","St. Martin tungsten plant","Wolfram Bergbau und Hütten","Sankt Martin im Sulmtal","Austria","processing","operating","Tungsten carbide powder production and scrap recycling.","https://www.wolfram.at","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x",""
"at-brixlegg-mwb","Montanwerke Brixlegg","Montanwerke Brixlegg","Brixlegg","Austria","recycling","operating","Secondary copper smelter running entirely on recycled feed.","https://www.montanwerke-brixlegg.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"at-althofen-treibacher","Treibacher Althofen","Treibacher Industrie","Althofen","Austria","recovery","operating","Ferroalloys and specialty chemicals, including vanadium recovery from spent catalysts.","https://www.treibacher.com","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x"
"at-wolfsberg-eul","Wolfsberg lithium project","European Lithium","Wolfsberg","Austria","mining","planned","Underground spodumene project in Carinthia.","https://europeanlithium.com","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"cz-cinovec-geomet","Cínovec lithium project","Geomet","Cínovec","Czechia","mining","planned","One of the largest hard-rock lithium resources in Europe, straddling the German border.","https://www.geomet.cz","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"cz-bruntal-gtp","Global Tungsten and Powders Bruntál","Global Tungsten and Powders","Bruntál","Czechia","processing","operating","Tungsten powder and carbide production.","https://www.globaltungsten.com","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x",""
"cz-karvina-okd","Karviná coking coal mines","OKD","Karviná","Czechia","mining","operating","The last operating hard coal mines in Czechia, with closure scheduled.","https://www.okd.cz","medium","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","",""
"pl-lubin-kghm","Lubin mine","KGHM Polska Miedź","Lubin","Poland","mining","operating","Part of the Legnica-Głogów copper belt, Europe’s largest copper mining district.","https://kghm.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"pl-glogow-kghm","Głogów smelter","KGHM Polska Miedź","Głogów","Poland","smelting","operating","Copper smelter also recovering rhenium and precious metals.","https://kghm.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"pl-legnica-kghm","Legnica smelter","KGHM Polska Miedź","Legnica","Poland","smelting","operating","Copper smelter and refinery.","https://kghm.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"pl-jastrzebie-jsw","JSW coking coal mines","Jastrzębska Spółka Węglowa","Jastrzębie-Zdrój","Poland","mining","operating","The largest coking coal producer in the European Union.","https://www.jsw.pl","high","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","",""
"pl-odolanow-orlen","Odolanów helium plant","Orlen","Odolanów","Poland","processing","operating","Helium separated from domestic natural gas. The only significant EU source.","https://www.orlen.pl","high","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","",""
"gr-distomo-metlen","Bauxite mines","Metlen Energy and Metals","Distomo","Greece","mining","operating","Greece is the largest bauxite producer in the European Union.","https://www.metlengroup.com","medium","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gr-agiosnikolaos-metlen","Alumina and aluminium plant","Metlen Energy and Metals","Agios Nikolaos (Boeotia)","Greece","smelting","operating","The only integrated alumina refinery and aluminium smelter in the EU.","https://www.metlengroup.com","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gr-larymna-larco","Larymna ferronickel plant","Larco","Larymna","Greece","smelting","care-and-maintenance","Ferronickel from domestic laterite ore. The company entered insolvency proceedings and operating status has been unstable. Verify before relying on this row.","https://www.larco.gr","low","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","",""
"bg-pirdop-aurubis","Aurubis Bulgaria","Aurubis","Pirdop","Bulgaria","smelting","operating","Copper smelter and refinery.","https://www.aurubis.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"bg-chelopech-dpm","Chelopech mine","Dundee Precious Metals","Chelopech","Bulgaria","mining","operating","Underground copper-gold mine.","https://dundeeprecious.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"ro-slatina-alro","Alro Slatina","Alro","Slatina","Romania","smelting","operating","One of the largest aluminium smelters in central Europe.","https://www.alro.ro","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sk-ziar-slovalco","Slovalco","Slovalco","Žiar nad Hronom","Slovakia","smelting","care-and-maintenance","Primary aluminium production largely halted in 2022 over energy costs.","https://www.slovalco.sk","medium","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ee-narva-neo","Neo Performance Materials Silmet","Neo Performance Materials","Narva","Estonia","refining","operating","Rare earth separation, and one of only two such plants in the EU. A magnet plant has been added on the same site.","https://www.neomaterials.com","high","","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","",""
"it-orani-maffei","Orani feldspar quarry","Maffei Sarda Silicati","Orani","Italy","mining","operating","Sardinian feldspar for the ceramics industry. Site name and operator should be verified.","https://www.gruppomaffei.eu","low","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","",""
"rs-bor-zijin","Bor copper complex","Zijin Mining","Bor","Serbia","mining","operating","Historic Serbian copper district, majority acquired by Zijin in 2018.","https://www.zijinmining.com","high","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"rs-bor-zijin-smelter","Bor smelter","Zijin Mining","Bor","Serbia","smelting","operating","Copper smelter and refinery on the same complex.","https://www.zijinmining.com","medium","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","",""
"rs-jadar-riotinto","Jadar project","Rio Tinto","Loznica","Serbia","mining","planned","Jadarite contains both lithium and boron. Licences were revoked in 2022 and reinstated in 2024 amid sustained protest.","https://www.riotinto.com","high","","","","","","","","x","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"ua-zavallia-graphite","Zavalivsky graphite mine","Zavalivsky Graphite","Zavallia","Ukraine","mining","operating","One of the few operating graphite mines in Europe. Operations affected by the war.","https://zg.com.ua","medium","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","",""
"tr-kirka-etimaden","Kırka borate mine","Eti Maden","Kırka","Turkey","mining","operating","Part of the largest borate reserve base in the world.","https://www.etimaden.gov.tr","high","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tr-bandirma-etimaden","Bandırma boron plant","Eti Maden","Bandırma","Turkey","processing","operating","Boric acid and refined borate products.","https://www.etimaden.gov.tr","medium","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"is-grundartangi-century","Grundartangi smelter","Century Aluminum","Grundartangi","Iceland","smelting","operating","Geothermal and hydro powered aluminium.","https://centuryaluminum.com","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"is-reydarfjordur-alcoa","Fjarðaál smelter","Alcoa","Reyðarfjörður","Iceland","smelting","operating","Hydropower-based primary aluminium.","https://www.alcoa.com","high","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"is-husavik-pcc","Bakki silicon plant","PCC BakkiSilicon","Húsavík","Iceland","smelting","operating","Geothermally powered silicon metal.","https://www.pccbakkisilicon.com","medium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","",""
"gb-ellesmere-lcm","Less Common Metals","Less Common Metals","Ellesmere Port","United Kingdom","processing","operating","Rare earth metal and alloy production for permanent magnets, one of very few outside Asia.","https://lesscommonmetals.com","medium","","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","",""
"gb-redruth-cornish","Cornish Lithium projects","Cornish Lithium","Redruth","United Kingdom","mining","planned","Lithium from geothermal brine and hard rock in Cornwall.","https://cornishlithium.com","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
"it-venice-9tech","9-Tech photovoltaic recovery","9-Tech","Venice","Italy","recovery","construction","Recovers silicon, glass, cobalt, lithium and neodymium from end-of-life photovoltaic panels, batteries, circuit boards and magnets. A prototype line runs; the company reports building permits granted in May 2025 for a 4,500 t/year plant.","https://www.9tech.it/en/","high","","","","","","","","","x","","","","","","","","","","x","x","","","","","","","","","","x","","","","",""
"de-aachen-cylib","cylib recycling plant","cylib","Aachen","Germany","recovery","construction","Spin-off of RWTH Aachen recovering lithium and graphite alongside the usual nickel and cobalt from black mass.","https://cylib.de","medium","","","","","","","","","x","","","","","","","","","","","x","","","x","x","","","","","","","","","","",""
"de-munich-tozero","tozero black mass plant","tozero","Munich","Germany","recovery","operating","Pilot-scale hydrometallurgical recovery of lithium and graphite from black mass.","https://tozero.tech","medium","","","","","","","","","","","","","","","","","","","","x","","","x","","","","","","","","","","","",""
"gb-birmingham-hypromag","HyProMag magnet recycling","HyProMag","Birmingham","United Kingdom","recovery","operating","University of Birmingham spin-out using hydrogen processing to recover NdFeB magnet alloy from end-of-life magnets.","https://hypromag.com","medium","","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","",""
"gb-belfast-ionic","Ionic Technologies demonstration plant","Ionic Technologies","Belfast","United Kingdom","recovery","operating","Queen’s University Belfast spin-out separating rare earth oxides from magnet scrap.","https://ionictechnologies.com","medium","","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","",""
"gb-plymouth-altilium","Altilium ACT recycling","Altilium","Plymouth","United Kingdom","recovery","operating","Recovers battery cathode metals from end-of-life electric vehicle packs.","https://altiliumgroup.com","medium","","","","","","","","","x","","","","","","","","","","","x","","","","x","","","","","","","","","","",""
"no-fredrikstad-hydrovolt","Hydrovolt battery recycling","Hydrovolt","Fredrikstad","Norway","recovery","operating","One of the larger European battery recycling plants, producing black mass alongside aluminium and plastics.","https://www.hydrovolt.com","medium","","x","","","","","","","x","","","","","","","","","","","x","","","x","x","","","","","","","","","","",""
"ch-biberist-librec","Librec battery recycling","Librec","Biberist","Switzerland","recovery","operating","Full-cycle lithium-ion battery recycling.","https://librec.ch","medium","","","","","","","","","x","","","","","","","","","","","x","","","","x","","","","","","","","","","",""
"fr-lyon-mecaware","Mecaware pilot","Mecaware","Lyon","France","recovery","construction","Carbon dioxide based route to battery metal recovery. Early stage; verify scale and status before relying on this row.","https://mecaware.com","low","","","","","","","","","x","","","","","","","","","","","x","","","","x","","","","","","","","","","",""
"fr-lacq-carester","Caremag rare earth plant","Carester","Lacq","France","refining","construction","Rare earth refining and magnet recycling project, intended to add a second separation site in France alongside La Rochelle.","https://www.carester.com","medium","","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","",""
"gb-teesside-greenlithium","Green Lithium refinery","Green Lithium","Middlesbrough","United Kingdom","refining","planned","Planned merchant lithium refinery on Teesside, taking concentrate from third-party mines.","https://greenlithium.co.uk","medium","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","",""
